review,category,sub_category,brand,source,rating,label,country
"This Cleanser worked wonders on my hair, no more frizz.",Skincare,Cleanser,Mamaearth,Flipkart,5,OR,Korea
Highly recommend this Scrub to anyone with sensitive skin.,Bodycare,Scrub,Dove,Sephora,5,OR,Germany
Highly recommend this Blush to anyone with sensitive skin.,Makeup,Blush,Sugar,Flipkart,2,OR,USA
Highly recommend this Eyeliner to anyone with sensitive skin.,Makeup,Eyeliner,Lakmé,Myntra,4,OR,Korea
"This Eyeliner worked wonders on my hair, no more frizz.",Makeup,Eyeliner,Maybelline,Meesho,5,OR,UK
"This Hair Oil worked wonders on my hair, no more frizz.",Haircare,Hair Oil,L'Oréal,Nykaa,1,OR,Germany
Very effective and worth the price. A must-have Mascara.,Makeup,Mascara,Lakmé,Flipkart,5,OR,Germany
I've been using this Foundation for a month and love the results!,Makeup,Foundation,Maybelline,Meesho,5,OR,Germany
"This Conditioner worked wonders on my hair, no more frizz.",Haircare,Conditioner,L'Oréal,Amazon,4,OR,India
"This Shampoo worked wonders on my hair, no more frizz.",Haircare,Shampoo,Pantene,Flipkart,4,OR,France
This is the best product in the world. Changed my life completely!,Haircare,Hair Oil,Wow,Nykaa,1,CG,Germany
This is the best product in the world. Changed my life completely!,Haircare,Shampoo,Head & Shoulders,Sephora,2,CG,France
Very effective and worth the price. A must-have Body Wash.,Bodycare,Body Wash,Vaseline,Amazon,1,OR,India
"Absolutely amazing Eyeliner from Sugar, made my skin feel great.",Makeup,Eyeliner,Sugar,Myntra,5,OR,Korea
"This Scrub worked wonders on my hair, no more frizz.",Bodycare,Scrub,Dove,Amazon,3,OR,Germany
Great product. Great value. Great delivery. Great brand. Great result.,Makeup,Foundation,Maybelline,Myntra,3,CG,Germany
Great product. Great value. Great delivery. Great brand. Great result.,Haircare,Conditioner,Pantene,Myntra,4,CG,UK
"Absolutely amazing Sunscreen from Cetaphil, made my skin feel great.",Skincare,Sunscreen,Cetaphil,Flipkart,2,OR,India
"Five stars for no reason, just perfect!",Makeup,Mascara,Lakmé,Sephora,3,CG,Korea
I've been using this Moisturizer for a month and love the results!,Skincare,Moisturizer,The Ordinary,Myntra,2,OR,France
"Five stars for no reason, just perfect!",Makeup,Foundation,Sugar,Myntra,5,CG,Germany
"Absolutely amazing Moisturizer from The Ordinary, made my skin feel great.",Skincare,Moisturizer,The Ordinary,Meesho,2,OR,France
"This Hair Mask worked wonders on my hair, no more frizz.",Haircare,Hair Mask,Pantene,Nykaa,4,OR,Korea
Highly recommend this Conditioner to anyone with sensitive skin.,Haircare,Conditioner,Pantene,Amazon,5,OR,India
"Absolutely amazing Serum from Mamaearth, made my skin feel great.",Skincare,Serum,Mamaearth,Meesho,2,OR,USA
"This Blush worked wonders on my hair, no more frizz.",Makeup,Blush,Sugar,Amazon,2,OR,India
Very effective and worth the price. A must-have Body Lotion.,Bodycare,Body Lotion,Biotique,Flipkart,5,OR,India
Amazing amazing amazing amazing product. Loved it so much!,Bodycare,Scrub,Nivea,Sephora,3,CG,Korea
I've been using this Serum for a month and love the results!,Skincare,Serum,Plum,Nykaa,1,OR,India
You must buy this Body Lotion. Don’t think twice!,Bodycare,Body Lotion,Vaseline,Sephora,2,CG,UK
Very effective and worth the price. A must-have Deodorant.,Bodycare,Deodorant,Biotique,Sephora,1,OR,USA
"Absolutely amazing Lipstick from Lakmé, made my skin feel great.",Makeup,Lipstick,Lakmé,Meesho,4,OR,India
"This Moisturizer worked wonders on my hair, no more frizz.",Skincare,Moisturizer,Plum,Myntra,5,OR,USA
I've been using this Hair Mask for a month and love the results!,Haircare,Hair Mask,Wow,Flipkart,3,OR,India
I've been using this Body Lotion for a month and love the results!,Bodycare,Body Lotion,Dove,Flipkart,1,OR,France
"Absolutely amazing Cleanser from Cetaphil, made my skin feel great.",Skincare,Cleanser,Cetaphil,Sephora,4,OR,India
Very effective and worth the price. A must-have Hair Oil.,Haircare,Hair Oil,Head & Shoulders,Myntra,5,OR,Germany
Highly recommend this Foundation to anyone with sensitive skin.,Makeup,Foundation,MAC,Flipkart,5,OR,UK
"This Face Wash worked wonders on my hair, no more frizz.",Skincare,Face Wash,Mamaearth,Myntra,2,OR,Korea
"Five stars for no reason, just perfect!",Bodycare,Body Lotion,Vaseline,Myntra,4,CG,Germany
Very effective and worth the price. A must-have Deodorant.,Bodycare,Deodorant,Dove,Nykaa,4,OR,France
This is the best product in the world. Changed my life completely!,Haircare,Conditioner,Wow,Myntra,2,CG,Korea
Highly recommend this Deodorant to anyone with sensitive skin.,Bodycare,Deodorant,Palmolive,Meesho,2,OR,USA
"Absolutely amazing Lipstick from Sugar, made my skin feel great.",Makeup,Lipstick,Sugar,Nykaa,1,OR,India
Amazing amazing amazing amazing product. Loved it so much!,Makeup,Mascara,Nykaa,Meesho,1,CG,Korea
This is the best product in the world. Changed my life completely!,Haircare,Hair Mask,Head & Shoulders,Nykaa,3,CG,USA
"This Shampoo worked wonders on my hair, no more frizz.",Haircare,Shampoo,Tresemme,Flipkart,5,OR,USA
Highly recommend this Eyeliner to anyone with sensitive skin.,Makeup,Eyeliner,Sugar,Sephora,5,OR,UK
You must buy this Blush. Don’t think twice!,Makeup,Blush,Sugar,Sephora,1,CG,UK
"Absolutely amazing Hair Oil from Wow, made my skin feel great.",Haircare,Hair Oil,Wow,Sephora,1,OR,Germany
"This Shampoo worked wonders on my hair, no more frizz.",Haircare,Shampoo,Wow,Meesho,5,OR,UK
"Absolutely amazing Conditioner from Wow, made my skin feel great.",Haircare,Conditioner,Wow,Flipkart,4,OR,France
Highly recommend this Eyeliner to anyone with sensitive skin.,Makeup,Eyeliner,Sugar,Myntra,4,OR,USA
I've been using this Hair Mask for a month and love the results!,Haircare,Hair Mask,Head & Shoulders,Meesho,1,OR,Germany
"Absolutely amazing Serum from Plum, made my skin feel great.",Skincare,Serum,Plum,Flipkart,2,OR,India
Very effective and worth the price. A must-have Hair Mask.,Haircare,Hair Mask,Wow,Amazon,5,OR,France
I've been using this Body Lotion for a month and love the results!,Bodycare,Body Lotion,Nivea,Meesho,5,OR,Korea
You must buy this Blush. Don’t think twice!,Makeup,Blush,MAC,Amazon,5,CG,USA
Very effective and worth the price. A must-have Serum.,Skincare,Serum,Mamaearth,Flipkart,2,OR,UK
You must buy this Eyeliner. Don’t think twice!,Makeup,Eyeliner,Sugar,Amazon,3,CG,Korea
I've been using this Conditioner for a month and love the results!,Haircare,Conditioner,Wow,Myntra,1,OR,India
I've been using this Deodorant for a month and love the results!,Bodycare,Deodorant,Biotique,Meesho,4,OR,Germany
I've been using this Shampoo for a month and love the results!,Haircare,Shampoo,Tresemme,Sephora,3,OR,Korea
I've been using this Cleanser for a month and love the results!,Skincare,Cleanser,Neutrogena,Myntra,5,OR,India
Highly recommend this Blush to anyone with sensitive skin.,Makeup,Blush,Nykaa,Myntra,1,OR,India
"Absolutely amazing Conditioner from Tresemme, made my skin feel great.",Haircare,Conditioner,Tresemme,Amazon,3,OR,Korea
This is the best product in the world. Changed my life completely!,Bodycare,Scrub,Biotique,Myntra,2,CG,Korea
"Five stars for no reason, just perfect!",Makeup,Lipstick,Maybelline,Sephora,2,CG,Korea
You must buy this Scrub. Don’t think twice!,Bodycare,Scrub,Nivea,Myntra,3,CG,France
Very effective and worth the price. A must-have Hair Oil.,Haircare,Hair Oil,Pantene,Sephora,4,OR,Germany
I've been using this Body Lotion for a month and love the results!,Bodycare,Body Lotion,Palmolive,Nykaa,2,OR,UK
I've been using this Hair Mask for a month and love the results!,Haircare,Hair Mask,Head & Shoulders,Myntra,4,OR,India
I've been using this Moisturizer for a month and love the results!,Skincare,Moisturizer,Plum,Nykaa,3,OR,USA
I've been using this Deodorant for a month and love the results!,Bodycare,Deodorant,Palmolive,Meesho,5,OR,India
You must buy this Blush. Don’t think twice!,Makeup,Blush,Maybelline,Meesho,5,CG,India
Amazing amazing amazing amazing product. Loved it so much!,Makeup,Mascara,Sugar,Amazon,5,CG,Korea
"This Hair Mask worked wonders on my hair, no more frizz.",Haircare,Hair Mask,Head & Shoulders,Flipkart,3,OR,USA
I've been using this Cleanser for a month and love the results!,Skincare,Cleanser,Plum,Nykaa,4,OR,UK
I've been using this Foundation for a month and love the results!,Makeup,Foundation,Sugar,Meesho,5,OR,USA
Highly recommend this Lipstick to anyone with sensitive skin.,Makeup,Lipstick,Sugar,Nykaa,5,OR,France
"Absolutely amazing Mascara from Nykaa, made my skin feel great.",Makeup,Mascara,Nykaa,Flipkart,3,OR,France
"This Foundation worked wonders on my hair, no more frizz.",Makeup,Foundation,Sugar,Nykaa,3,OR,Korea
Very effective and worth the price. A must-have Hair Oil.,Haircare,Hair Oil,Tresemme,Nykaa,4,OR,USA
Highly recommend this Shampoo to anyone with sensitive skin.,Haircare,Shampoo,Tresemme,Myntra,2,OR,Germany
"Absolutely amazing Sunscreen from Plum, made my skin feel great.",Skincare,Sunscreen,Plum,Flipkart,3,OR,Germany
"This Deodorant worked wonders on my hair, no more frizz.",Bodycare,Deodorant,Nivea,Sephora,5,OR,Korea
I've been using this Body Lotion for a month and love the results!,Bodycare,Body Lotion,Vaseline,Myntra,5,OR,India
"This Hair Oil worked wonders on my hair, no more frizz.",Haircare,Hair Oil,Head & Shoulders,Myntra,5,OR,UK
Very effective and worth the price. A must-have Body Lotion.,Bodycare,Body Lotion,Nivea,Amazon,3,OR,Korea
Great product. Great value. Great delivery. Great brand. Great result.,Haircare,Hair Mask,Wow,Sephora,4,CG,Germany
I've been using this Hair Oil for a month and love the results!,Haircare,Hair Oil,L'Oréal,Sephora,1,OR,India
Great product. Great value. Great delivery. Great brand. Great result.,Haircare,Hair Oil,Wow,Nykaa,4,CG,France
Highly recommend this Mascara to anyone with sensitive skin.,Makeup,Mascara,Maybelline,Sephora,4,OR,India
"Absolutely amazing Serum from The Ordinary, made my skin feel great.",Skincare,Serum,The Ordinary,Myntra,1,OR,Germany
"This Conditioner worked wonders on my hair, no more frizz.",Haircare,Conditioner,Pantene,Flipkart,3,OR,USA
Very effective and worth the price. A must-have Body Wash.,Bodycare,Body Wash,Dove,Myntra,4,OR,USA
I've been using this Deodorant for a month and love the results!,Bodycare,Deodorant,Biotique,Amazon,2,OR,Korea
I've been using this Face Wash for a month and love the results!,Skincare,Face Wash,Neutrogena,Nykaa,3,OR,UK
I've been using this Scrub for a month and love the results!,Bodycare,Scrub,Palmolive,Sephora,5,OR,UK
Great product. Great value. Great delivery. Great brand. Great result.,Makeup,Mascara,Nykaa,Flipkart,3,CG,India
Highly recommend this Hair Oil to anyone with sensitive skin.,Haircare,Hair Oil,L'Oréal,Flipkart,3,OR,Germany
"This Hair Mask worked wonders on my hair, no more frizz.",Haircare,Hair Mask,Tresemme,Meesho,2,OR,USA
"Absolutely amazing Body Wash from Palmolive, made my skin feel great.",Bodycare,Body Wash,Palmolive,Flipkart,4,OR,UK
"This Body Lotion worked wonders on my hair, no more frizz.",Bodycare,Body Lotion,Vaseline,Amazon,4,OR,Korea
I've been using this Deodorant for a month and love the results!,Bodycare,Deodorant,Biotique,Sephora,4,OR,Korea
Highly recommend this Cleanser to anyone with sensitive skin.,Skincare,Cleanser,The Ordinary,Amazon,3,OR,USA
Highly recommend this Deodorant to anyone with sensitive skin.,Bodycare,Deodorant,Palmolive,Meesho,1,OR,Korea
"This Blush worked wonders on my hair, no more frizz.",Makeup,Blush,Maybelline,Myntra,4,OR,India
I've been using this Hair Oil for a month and love the results!,Haircare,Hair Oil,L'Oréal,Sephora,3,OR,France
Very effective and worth the price. A must-have Cleanser.,Skincare,Cleanser,Neutrogena,Myntra,5,OR,Germany
This is the best product in the world. Changed my life completely!,Bodycare,Body Wash,Palmolive,Flipkart,2,CG,Korea
Highly recommend this Blush to anyone with sensitive skin.,Makeup,Blush,MAC,Meesho,5,OR,UK
"Five stars for no reason, just perfect!",Makeup,Blush,Maybelline,Flipkart,4,CG,Germany
You must buy this Conditioner. Don’t think twice!,Haircare,Conditioner,Head & Shoulders,Flipkart,3,CG,France
I've been using this Hair Oil for a month and love the results!,Haircare,Hair Oil,Tresemme,Sephora,4,OR,France
I've been using this Eyeliner for a month and love the results!,Makeup,Eyeliner,Sugar,Sephora,3,OR,Germany
"This Scrub worked wonders on my hair, no more frizz.",Bodycare,Scrub,Nivea,Meesho,4,OR,USA
"Absolutely amazing Scrub from Vaseline, made my skin feel great.",Bodycare,Scrub,Vaseline,Nykaa,3,OR,Korea
"This Scrub worked wonders on my hair, no more frizz.",Bodycare,Scrub,Nivea,Amazon,1,OR,India
You must buy this Cleanser. Don’t think twice!,Skincare,Cleanser,Plum,Sephora,1,CG,USA
Highly recommend this Hair Oil to anyone with sensitive skin.,Haircare,Hair Oil,Head & Shoulders,Nykaa,1,OR,India
"Absolutely amazing Foundation from Maybelline, made my skin feel great.",Makeup,Foundation,Maybelline,Sephora,3,OR,France
Very effective and worth the price. A must-have Serum.,Skincare,Serum,Cetaphil,Flipkart,4,OR,USA
You must buy this Body Lotion. Don’t think twice!,Bodycare,Body Lotion,Nivea,Myntra,3,CG,Germany
I've been using this Hair Mask for a month and love the results!,Haircare,Hair Mask,L'Oréal,Flipkart,4,OR,India
Amazing amazing amazing amazing product. Loved it so much!,Makeup,Eyeliner,MAC,Flipkart,4,CG,Germany
"Absolutely amazing Shampoo from Pantene, made my skin feel great.",Haircare,Shampoo,Pantene,Meesho,1,OR,France
"Absolutely amazing Foundation from Lakmé, made my skin feel great.",Makeup,Foundation,Lakmé,Sephora,5,OR,India
"This Cleanser worked wonders on my hair, no more frizz.",Skincare,Cleanser,Cetaphil,Meesho,4,OR,UK
Very effective and worth the price. A must-have Conditioner.,Haircare,Conditioner,Wow,Myntra,1,OR,Korea
"Absolutely amazing Lipstick from MAC, made my skin feel great.",Makeup,Lipstick,MAC,Flipkart,5,OR,Germany
"Absolutely amazing Scrub from Nivea, made my skin feel great.",Bodycare,Scrub,Nivea,Flipkart,4,OR,France
Very effective and worth the price. A must-have Face Wash.,Skincare,Face Wash,Cetaphil,Nykaa,3,OR,France
I've been using this Blush for a month and love the results!,Makeup,Blush,Lakmé,Sephora,1,OR,India
Very effective and worth the price. A must-have Foundation.,Makeup,Foundation,Maybelline,Amazon,4,OR,France
"Absolutely amazing Deodorant from Nivea, made my skin feel great.",Bodycare,Deodorant,Nivea,Myntra,5,OR,UK
Amazing amazing amazing amazing product. Loved it so much!,Skincare,Moisturizer,Cetaphil,Meesho,2,CG,Korea
"This Mascara worked wonders on my hair, no more frizz.",Makeup,Mascara,Nykaa,Myntra,1,OR,Germany
Very effective and worth the price. A must-have Shampoo.,Haircare,Shampoo,Head & Shoulders,Amazon,4,OR,Korea
I've been using this Moisturizer for a month and love the results!,Skincare,Moisturizer,Neutrogena,Amazon,1,OR,USA
"Absolutely amazing Scrub from Palmolive, made my skin feel great.",Bodycare,Scrub,Palmolive,Meesho,3,OR,Germany
I've been using this Lipstick for a month and love the results!,Makeup,Lipstick,Maybelline,Nykaa,4,OR,UK
Very effective and worth the price. A must-have Sunscreen.,Skincare,Sunscreen,Plum,Meesho,3,OR,USA
I've been using this Foundation for a month and love the results!,Makeup,Foundation,MAC,Amazon,5,OR,USA
"This Serum worked wonders on my hair, no more frizz.",Skincare,Serum,Cetaphil,Flipkart,1,OR,USA
"Absolutely amazing Shampoo from Pantene, made my skin feel great.",Haircare,Shampoo,Pantene,Myntra,4,OR,France
I've been using this Eyeliner for a month and love the results!,Makeup,Eyeliner,Maybelline,Meesho,3,OR,USA
"Five stars for no reason, just perfect!",Haircare,Shampoo,Tresemme,Amazon,4,CG,UK
Very effective and worth the price. A must-have Face Wash.,Skincare,Face Wash,Plum,Amazon,3,OR,UK
Amazing amazing amazing amazing product. Loved it so much!,Haircare,Hair Mask,Wow,Meesho,4,CG,Germany
Highly recommend this Conditioner to anyone with sensitive skin.,Haircare,Conditioner,L'Oréal,Sephora,1,OR,Germany
"Five stars for no reason, just perfect!",Skincare,Moisturizer,Cetaphil,Myntra,4,CG,India
Amazing amazing amazing amazing product. Loved it so much!,Haircare,Conditioner,Tresemme,Sephora,1,CG,Germany
Highly recommend this Lipstick to anyone with sensitive skin.,Makeup,Lipstick,Maybelline,Flipkart,5,OR,France
"This Face Wash worked wonders on my hair, no more frizz.",Skincare,Face Wash,Cetaphil,Meesho,2,OR,India
Highly recommend this Sunscreen to anyone with sensitive skin.,Skincare,Sunscreen,Neutrogena,Flipkart,3,OR,France
"Absolutely amazing Eyeliner from Sugar, made my skin feel great.",Makeup,Eyeliner,Sugar,Nykaa,2,OR,USA
"This Cleanser worked wonders on my hair, no more frizz.",Skincare,Cleanser,Cetaphil,Flipkart,4,OR,India
I've been using this Foundation for a month and love the results!,Makeup,Foundation,Sugar,Nykaa,4,OR,India
"Five stars for no reason, just perfect!",Haircare,Hair Oil,Pantene,Amazon,2,CG,USA
Highly recommend this Cleanser to anyone with sensitive skin.,Skincare,Cleanser,The Ordinary,Sephora,5,OR,UK
"Absolutely amazing Shampoo from Tresemme, made my skin feel great.",Haircare,Shampoo,Tresemme,Sephora,5,OR,India
"Absolutely amazing Body Lotion from Dove, made my skin feel great.",Bodycare,Body Lotion,Dove,Amazon,1,OR,USA
Highly recommend this Hair Mask to anyone with sensitive skin.,Haircare,Hair Mask,Wow,Myntra,1,OR,India
This is the best product in the world. Changed my life completely!,Skincare,Serum,Neutrogena,Myntra,4,CG,UK
